,label,text
1139,2,A girl in a blue jacket is sitting in front of the Seattle skyline. Blond woman overlooking Seattle Space Needle scene. A woman looking at view of a city. Blond lady looks at Space Needle ||| An Indian woman poses.
1140,1,"A guy wearing a black hoodie and sunglasses is speaking into a microphone, while a guy in a ski mask plays a guitar in the background. A guy in a black hoodie standing in front of a Factory sign talks into a microphone. A band dressed in black performs. A band is performing on stage. ||| Man singing."
1141,0,Two dogs are running quickly through a park. Two dogs are running across a grassy path. A dog runs behind another at a park. Two dogs run through the park. ||| A black and white dog chasing a dog.
1142,2,"A blond boy wearing a blue shirt and gray short running or jumping in front of a fence A boy wearing a blue t-shirt, khaki shorts, and sandals runs outside. A young boy skipping down a tennis court in absolute glee. Young boy in blue shirt skipping by chain link fence ||| A child sitting."
1143,0,"Two men and a woman stand together on a wet street wearing jackets, hats, and the woman carries an umbrella. Two men and a woman are outside in the street looking at something while there are others in the background. A woman and two men stand on a wet road looking at something behind them. Two men and a woman in rain gear stand in the middle of a wet road. ||| A group resting."
1144,1,Four ladies are sitting on a bench while 3 are stand close by. An elderly group of ladies sitting and standing by a bench. A group of females are sitting down on a bench. About six older women sit at a bench and talk. ||| A group gathers.
1145,2,Men in khaki green pants having a conversation on a busy street. A few soldiers have a discussion while onlookers stand nearby. A military member talks to another while on the streets. The soldiers are preparing for security at a big event. ||| Guys fighting.
1146,1,A white dog with black spots catches a bright green and pink Frisbee in a field. A black and white dog is catching a Frisbee. A black and white dog is catching a Frisbee A dog catching a Frisbee. ||| A dog jumps to catch a flying disc.
1147,0,"There are several people either sitting on benches or walking through what appears to be a brick road with trees coming up from various circular openings in the road. A park with trees, people sitting on benches, and people walking. People are walking under trees while other are sitting down. People walking through a watery path. ||| A man walks."
1148,1,A young child in a striped shirt unwrapping a gift. A little boy opening a gift at Christmas time. A small child opening up Christmas presents. Child opening up a present. ||| A boy sitting on the floor.
1149,0,"A worker in a blue shirt is high up on the outside of a tall office building, cleaning the windows. A window cleaner hangs from the side of a tall building. A worker is working on the glass of a tall building. A man in a blue shirt is climbing a tall building. ||| A man yawning."
1150,0,A local street in an Arabic country where there is a market selling Coca-Cola. A small stand shop in India that sells snacks and coke. A man in blue jeans sitting in front of a store. Vending machines and snacks are on display. ||| Vendor waiting.
1151,0,"A man wearing sunglasses, white shirt, and a smile plays the drums. A man with a beard, and wearing sunglasses, is playing the drums. A happy guy wearing sunglasses plays the drum on a sunny day. A sun-glassed man plays the drums. ||| Two men playing an instrument."
1152,0,A man in a red and white striped shirt runs a hotdog stand across the street from a pizza parlor. There isn't a lot of action just a guy at a hotdog stand on normal day. A businessman selling hotdogs. A hotdog vendor looks sad. ||| A man sits.
1153,2,A young man with his back to the camera is being watched by youths sitting at two picnic tables before a backdrop of grass and trees. The man is gesturing towards the young adults who are sitting on park benches in front of a landscaped background. A guy in a white shirt is giving a lecture to a group of kids seated at picnic tables outside of a school. A man talks to a group of people who are sitting on picnic tables. ||| Several children leaping.
1154,0,A small child wades through the water while being guided by another person. A young boy wearing a colorful bathing suit splashing in the ocean A young child splashing in water. A little boy stands in the surf. ||| A child laughs.
1155,2,"A group of four young children, three girls and one boy are sitting on the floor inside, with a bottle of water in front of the girl wearing glasses. There are several Asian children sitting cross legged on a concrete floor. The children in class are sitting on the floor. Three girls are sitting on the floor. ||| Children looking at rocks."
